plate	column	row	Gene
15	15	18	DSP
15	15	19	GULP1
15	15	20	ECM1
16	0	0	NA
16	0	1	ELN
16	0	2	DRP2
16	0	3	ENAM
16	0	4	EPB41
16	0	5	EVPL
16	0	6	EPB41L1
16	0	7	FLG
16	0	8	EPB42
16	0	9	GADD45A
16	0	10	FAT
16	0	11	GADD45G
16	0	12	FAT2
16	0	13	GFAP
16	0	14	FAU
16	0	15	HSPG2
16	0	16	FBLN1
16	0	17	KRT76
16	0	18	FBN1
16	0	19	KRT75
16	0	20	FBN2
16	1	0	NA
16	1	1	PHB|LOC100130579|LOC644214|LOC644214|LOC390730|LOC644415|LOC390730|LOC644214|LOC644415
16	1	2	NXT1
16	1	3	SUPT3H
16	1	4	PEX13
16	1	5	TAF1A
16	1	6	PIGR
16	1	7	TAF1C
16	1	8	RSC1A1
16	1	9	ANKH
16	1	10	SCAMP1
16	1	11	AP2B1|LOC401602|LOC401602
16	1	12	SCAMP3
16	1	13	AP3B1
16	1	14	SCN1A
16	1	15	APOC1
16	1	16	SCN1B
16	1	17	APOC4
16	1	18	SCN2A
16	1	19	APOM
16	1	20	SCN3A
16	2	0	NA
16	2	1	KRT73
16	2	2	FN1
16	2	3	KRT10
16	2	4	LAMA1
16	2	5	KRT12
16	2	6	LAMA3
16	2	7	KRT13
16	2	8	LAMB1
16	2	9	KRT14
16	2	10	LAMB2
16	2	11	KRT15
16	2	12	LAMB3
16	2	13	KRT19
16	2	14	LAMC1
16	2	15	KRT20
16	2	16	LAMC2
16	2	17	KRT2
16	2	18	LAMC3
16	2	19	KRT3
16	2	20	LLGL1
16	3	0	NA
16	3	1	AQP1
16	3	2	SCN4A
16	3	3	AQP2|LOC100131403
16	3	4	SCN5A
16	3	5	AQP3
16	3	6	SCNN1A
16	3	7	AQP4
16	3	8	SCNN1B
16	3	9	AQP5
16	3	10	SCNN1G
16	3	11	AQP6
16	3	12	SLC10A1
16	3	13	AQP7|LOC100133972|LOC100132938|LOC730908|LOC730908
16	3	14	SLC10A2
16	3	15	ATP6V0A4
16	3	16	SLC11A1
16	3	17	CACNA2D1
16	3	18	SLC11A2
16	3	19	CATSPER2|CATSPER2|CATSPER2P1
16	3	20	SLC12A1
16	4	0	NA
16	4	1	KRT4
16	4	2	LMNA
16	4	3	KRT5|LOC100129218
16	4	4	LUM
16	4	5	KRT6A|KRT6C|KRT6B|LOC100129218
16	4	6	MAP2
16	4	7	KRT6B|KRT6C|KRT6A|LOC100129218
16	4	8	MATN1
16	4	9	KRT6A|KRT6C|KRT6B|LOC100129218
16	4	10	MATR3
16	4	11	KRT7
16	4	12	MGP
16	4	13	KRT8|LOC647954|LOC149501|LOC149501|LOC149501|LOC647954
16	4	14	MRPL1
16	4	15	KRT35
16	4	16	MYBPC3
16	4	17	KRT36
16	4	18	MYL4
16	4	19	LIG4
16	4	20	NEB
16	5	0	NA
16	5	1	VPS13A
16	5	2	SLC12A2
16	5	3	CLCA2
16	5	4	SLC12A6
16	5	5	CLCN1
16	5	6	SLC14A1
16	5	7	CLCN2
16	5	8	SLC14A2
16	5	9	CLCN5
16	5	10	SLC16A1
16	5	11	CLCN7
16	5	12	SLC17A5
16	5	13	CLCNKA|CLCNKB
16	5	14	SLC1A1
16	5	15	CLIC4|LOC646609|LOC442447|LOC442447
16	5	16	SLC22A12
16	5	17	CLIC5|LOC100131610
16	5	18	SLC22A5
16	5	19	COG4
16	5	20	SLC26A2
16	6	0	NA
16	6	1	LMNB2
16	6	2	NEFH
16	6	3	LOR
16	6	4	NF2
16	6	5	MAP1A
16	6	6	NHP2L1
16	6	7	MAP1B
16	6	8	NID1
16	6	9	MAP7
16	6	10	NPHP1
16	6	11	MAPT
16	6	12	NPHP4
16	6	13	MATN3
16	6	14	PKP1|LOC652798
16	6	15	MBP
16	6	16	PKP2
16	6	17	MIP
16	6	18	PKP3
16	6	19	MPZ
16	6	20	PKP4|LOC402116|LOC402116|LOC402116
16	7	0	NA
16	7	1	CPNE7
16	7	2	SLC26A4
16	7	3	CTNS
16	7	4	SLC2A1
16	7	5	CXCL14
16	7	6	SLC2A2
16	7	7	STX2
16	7	8	SLC2A3|SLC2A14
16	7	9	ETFA
16	7	10	SLC2A4
16	7	11	ETFB
16	7	12	SLC2A5
16	7	13	FXYD1
16	7	14	SLC2A8
16	7	15	GABARAPL2
16	7	16	SLC2A9
16	7	17	GJA4
16	7	18	SLC30A3
16	7	19	GJC1
16	7	20	SLC39A4
16	8	0	NA
16	8	1	MRPL13
16	8	2	PLEC1|LOC652460
16	8	3	MRPL28
16	8	4	RDX
16	8	5	MRPL32
16	8	6	RPS2|LOC645018|LOC645018|LOC100130562|LOC286444|LOC440589|LOC440589|LOC343184|LOC645173|LOC100132673|LOC645173|LOC100130367|LOC646294|LOC646294|LOC645173|LOC343184
16	8	7	MRPS11
16	8	8	RPS21
16	8	9	NTN1
16	8	10	RPS3|LOC440991|LOC440991
16	8	11	NTN2L
16	8	12	RPS5
16	8	13	NTN4
16	8	14	SORBS3
16	8	15	NUMA1
16	8	16	SLIT3
16	8	17	PNN
16	8	18	SMTN
16	8	19	TCAP
16	8	20	SPTB
16	9	0	NA
16	9	1	GJB1
16	9	2	SLC4A1
16	9	3	GJB2
16	9	4	SLC4A3
16	9	5	GJB3
16	9	6	SLC4A4
16	9	7	GJB4
16	9	8	SLC5A1
16	9	9	GJB5
16	9	10	SLC5A2
16	9	11	GJB6
16	9	12	SLC5A5
16	9	13	HBB
16	9	14	SLC6A2
16	9	15	HBG1|HBG2
16	9	16	SLC6A4
16	9	17	KCNA1
16	9	18	LOC653562|SLC6A8|SLC6A10P|LOC653562|SLC6A10P
16	9	19	KCNA3
16	9	20	SLC7A7
16	10	0	NA
16	10	1	TECTA
16	10	2	STATH
16	10	3	UBA52
16	10	4	THBS2
16	10	5	USH2A
16	10	6	THBS4
16	10	7	VCL
16	10	8	TPM1
16	10	9	ACTN1
16	10	10	TPM2
16	10	11	ACTN2
16	10	12	TPM4|LOC100133937|LOC100133627|LOC643634|LOC100129096|LOC643634
16	10	13	ACTN3
16	10	14	MYOT
16	10	15	ACTN4
16	10	16	TUBGCP3
16	10	17	ADD1
16	10	18	UTRN
16	10	19	ADD3
16	10	20	VIM
16	11	0	NA
16	11	1	KCNAB2
16	11	2	SLC7A9
16	11	3	KCNAB3
16	11	4	SLCO1A2
16	11	5	KCND1
16	11	6	STX1A
16	11	7	KCND2
16	11	8	TCIRG1
16	11	9	KCND3
16	11	10	TCOF1
16	11	11	KCNE1
16	11	12	TIMM8A
16	11	13	KCNE3
16	11	14	TOM1L1
16	11	15	KCNH6
16	11	16	TPCN2
16	11	17	KCNJ11
16	11	18	TRPC1
16	11	19	KCNJ2
16	11	20	TRPC3
16	12	0	NA
16	12	1	ACTR3B|ARP11|LOC100133409|LOC100131882
16	12	2	COL4A3
16	12	3	ARVCF
16	12	4	COL6A3
16	12	5	LOC100134246|CNTNAP3|CNTNAP3B|LOC642406|LOC643827|LOC642373
16	12	6	COL7A1
16	12	7	SEPT7|LOC100130564
16	12	8	KAL1
16	12	9	CNTNAP2
16	12	10	PROS1
16	12	11	COL11A1
16	12	12	THBS1
16	12	13	COL14A1
16	12	14	MTA1
16	12	15	COL18A1
16	12	16	ETF1
16	12	17	COL19A1
16	12	18	TFPI2
16	12	19	COL4A6
16	12	20	CLDN16
16	13	0	NA
16	13	1	KCNJ8
16	13	2	TRPC5
16	13	3	KCNK13
16	13	4	TRPC6
16	13	5	KCNK3
16	13	6	TRPM1
16	13	7	KCNK9
16	13	8	TRPM2
16	13	9	KCNQ1
16	13	10	TRPM3
16	13	11	KCNQ2
16	13	12	TRPV4
16	13	13	KCNQ3
16	13	14	STEAP3
16	13	15	KCNQ4
16	13	16	BEST1
16	13	17	KCNS2
16	13	18	XK
16	13	19	KCNT1
16	13	20	ABCA1
16	14	0	NA
16	14	1	COL5A1
16	14	2	PPBP
16	14	3	COL6A1
16	14	4	CITED4
16	14	5	COL6A2
16	14	6	CNOT2
16	14	7	COL8A2
16	14	8	EED
16	14	9	COMP
16	14	10	EPC1
16	14	11	CORO1A
16	14	12	GTF2B
16	14	13	CRB1
16	14	14	GTF2E1
16	14	15	CTNNA2
16	14	16	GTF2E2
16	14	17	CTNND2
16	14	18	SMAD1
16	14	19	DMD
16	14	20	ANK1
16	15	0	NA
16	15	1	KCNV2
16	15	2	ABCB1
16	15	3	KPNA4|KRT18P30
16	15	4	ABCB7
16	15	5	KPNA6
16	15	6	ABCC1
16	15	7	MCOLN1
16	15	8	ABCC2
16	15	9	MCOLN3
16	15	10	ABCC3
16	15	11	MLC1
16	15	12	ABCC6
16	15	13	TUSC3
16	15	14	ABCD1|LOC648897|LOC731915
16	15	15	NAPB
16	15	16	AFP
16	15	17	NCF2
16	15	18	ANXA7
16	15	19	NUP98
16	15	20	APOA1
17	0	0	NA
17	0	1	APOA2
17	0	2	RAB21
17	0	3	APOA4
17	0	4	RAB23
17	0	5	APOC3
17	0	6	RAB25
17	0	7	APOD
17	0	8	RAB33A
17	0	9	APOH
17	0	10	RAB33B
17	0	11	APOL1
17	0	12	RAB9B
17	0	13	BICD1
17	0	14	SCN8A
17	0	15	BICD2
17	0	16	SEC14L1
17	0	17	CACNA1A
17	0	18	SEC14L3
17	0	19	CACNA1C|LOC100133404|LOC652710
17	0	20	SEC24A
17	1	0	NA
17	1	1	AKAP14
17	1	2	ATP5C1
17	1	3	LOC727877|AURKAIP1
17	1	4	ATP5H
17	1	5	AKR1A1
17	1	6	ATP8B2
17	1	7	AKR1B1
17	1	8	ATRX|LOC728849|LOC652455
17	1	9	AKR1CL2
17	1	10	AXUD1
17	1	11	ALAD
17	1	12	B2M
17	1	13	ALDH1A1
17	1	14	BAG1
17	1	15	ALDH3A2
17	1	16	BAIAP2
17	1	17	ALDH9A1
17	1	18	BAK1
17	1	19	ALDOB
17	1	20	BANP|BANP|LOC653390
17	2	0	NA
17	2	1	CACNA1D
17	2	2	SLC19A2
17	2	3	CACNA1E
17	2	4	SLC25A1
17	2	5	CACNA1F
17	2	6	SLC25A13
17	2	7	CACNA1H
17	2	8	SLC25A15|SUGT1L1
17	2	9	CACNA1I
17	2	10	SLC25A19
17	2	11	CD160
17	2	12	SLC25A20
17	2	13	CDH17
17	2	14	SLC25A27
17	2	15	CNGA3
17	2	16	SLC25A5|LOC392301|LOC392301
17	2	17	CNGB1
17	2	18	SLC8A1
17	2	19	CSE1L
17	2	20	STAR
17	3	0	NA
17	3	1	ALDOC
17	3	2	BCAP29
17	3	3	ALG6
17	3	4	BARX2
17	3	5	ALKBH1
17	3	6	BASE
17	3	7	ALMS1
17	3	8	BASP1|LOC646201|LOC646201|LOC646201
17	3	9	ALOX5
17	3	10	BAX
17	3	11	ALPI
17	3	12	BBC3
17	3	13	ALPP|ALPPL2
17	3	14	BBS1
17	3	15	ALS2CR12
17	3	16	BBS2
17	3	17	ICA1L
17	3	18	BBS4
17	3	19	ALS2CR4
17	3	20	BBS7
17	4	0	NA
17	4	1	CYC1
17	4	2	SYN1
17	4	3	FABP1
17	4	4	SYT1
17	4	5	FABP5L2|FABP5L2|FABP5L7|FABP5L7|FABP5L2|FABP5|FABP5L7|LOC642956|FABP5L3|LOC642956|LOC728729|LOC728729|LOC728729|LOC344332|LOC344332
17	4	6	TAP1
17	4	7	FABP6
17	4	8	TCN2
17	4	9	FABP7
17	4	10	TMED10
17	4	11	FDX1
17	4	12	TNFAIP1
17	4	13	GABARAP
17	4	14	TOM1
17	4	15	GIF
17	4	16	TTPA
17	4	17	GOPC
17	4	18	TTR
17	4	19	HBA1|HBA2
17	4	20	UCP1
17	5	0	NA
17	5	1	ALS2CR8
17	5	2	BCAR1
17	5	3	AMMECR1
17	5	4	BCAS1
17	5	5	AMN
17	5	6	BCCIP
17	5	7	AMPD1
17	5	8	BCL2A1|ST20
17	5	9	STAMBPL1
17	5	10	BCL2L1
17	5	11	ANKRD7
17	5	12	BCL2L10
17	5	13	ANLN
17	5	14	NA
17	5	15	ANP32C|ANP32A
17	5	16	BCL2L14
17	5	17	ANP32D
17	5	18	BCL2L2
17	5	19	ANPEP
17	5	20	BCL3
17	6	0	NA
17	6	1	HCN1
17	6	2	UCP2
17	6	3	HCN2|LOC100134399
17	6	4	UCP3
17	6	5	HCN3
17	6	6	ALB
17	6	7	HCN4
17	6	8	APOE|LOC100129500
17	6	9	HDLBP
17	6	10	GSR
17	6	11	KCNA10
17	6	12	MT3|SPRY3
17	6	13	KCNA2
17	6	14	TXNRD3
17	6	15	KCNA4
17	6	16	A2M
17	6	17	KCNA5
17	6	18	ARFGAP1
17	6	19	KCNA6
17	6	20	ARFGAP3
17	7	0	NA
17	7	1	ANXA1
17	7	2	BCL9
17	7	3	ANXA2|ANXA2P2|ANXA2P1
17	7	4	MALL
17	7	5	ANXA6
17	7	6	BFSP2
17	7	7	ANXA8L1|ANXA8L2|ANXA8|LOC652891
17	7	8	FLCN
17	7	9	ANXA9|FAM63A
17	7	10	TRIM58
17	7	11	AP1GBP1
17	7	12	BID
17	7	13	APEH
17	7	14	BIK
17	7	15	APEX1
17	7	16	BIN1
17	7	17	ATG12
17	7	18	BIN2
17	7	19	ATG5
17	7	20	BLCAP
17	8	0	NA
17	8	1	KCNA7
17	8	2	IPO7
17	8	3	KCNB1
17	8	4	RABIF
17	8	5	KCNB2
17	8	6	TNFRSF10B
17	8	7	KCNC1
17	8	8	C16orf7
17	8	9	KCNC2
17	8	10	HTT
17	8	11	KCNC3
17	8	12	SEC14L2
17	8	13	KCNC4
17	8	14	SLC26A3
17	8	15	KCNF1
17	8	16	LCN1|LCN1L1|LOC653163
17	8	17	LOC100128598|KCNG1
17	8	18	PLN
17	8	19	KCNG2
17	8	20	AAAS
17	9	0	NA
17	9	1	API5|LOC642812|LOC728664|LOC728664
17	9	2	BLMH
17	9	3	LPA|LPAL2|LOC732436
17	9	4	BLVRB
17	9	5	NA
17	9	6	BLZF1
17	9	7	APOBEC1
17	9	8	CENPN
17	9	9	APOBEC3B|APOBEC3D
17	9	10	BNIP1
17	9	11	NA
17	9	12	BNIP3L
17	9	13	APOBEC3F
17	9	14	BOK
17	9	15	APOF
17	9	16	BPGM
17	9	17	APRT
17	9	18	BPI|LOC100134289|LOC100134379
17	9	19	APTX
17	9	20	BPNT1
17	10	0	NA
17	10	1	KCNG3
17	10	2	AADAC
17	10	3	KCNJ1
17	10	4	C3orf15
17	10	5	KCNMA1
17	10	6	ABCA4
17	10	7	KCNN3|LOC100133958
17	10	8	ABCB11
17	10	9	KCNS1
17	10	10	ABCC5
17	10	11	KCNS3
17	10	12	ABCC8
17	10	13	KCNV1
17	10	14	ABLIM1
17	10	15	THSD7B
17	10	16	ACAA2|LOC648603
17	10	17	KIF21B
17	10	18	ACAT2|TCP1
17	10	19	KPNA1
17	10	20	ACOX2
17	11	0	NA
17	11	1	AQP8
17	11	2	BRD3
17	11	3	AQP9
17	11	4	BRD4
17	11	5	ARF1
17	11	6	BRD7|BRD7P2|BRD7P2|BRD7P2
17	11	7	ARF3
17	11	8	STAP1
17	11	9	ARF4
17	11	10	BRI3BP
17	11	11	ARF5
17	11	12	BSCL2
17	11	13	ARF6|LOC100132430
17	11	14	BSND
17	11	15	LDLRAP1
17	11	16	BTD
17	11	17	RHOA
17	11	18	BTF3
17	11	19	RND3
17	11	20	BTG3
17	12	0	NA
17	12	1	KPNA2|LOC728860|MGC40489|MGC40489
17	12	2	ACTR1A
17	12	3	KPNA3
17	12	4	LOC284441|ACTR2
17	12	5	KPNB1
17	12	6	ACTR3
17	12	7	TNPO1
17	12	8	ACYP1
17	12	9	LCN2
17	12	10	SPC25
17	12	11	NA
17	12	12	ADAM12
17	12	13	MTTP
17	12	14	NA
17	12	15	NBR2|ARL17
17	12	16	ADAMTS16
17	12	17	NUP153
17	12	18	ADAMTS18
17	12	19	P53AIP1|LOC100131487|LOC100133506
17	12	20	ADAMTSL1
17	13	0	NA
17	13	1	LOC553158|ARHGAP8
17	13	2	BTG4
17	13	3	ARHGEF10
17	13	4	BUB3
17	13	5	ARHGEF15
17	13	6	C10orf4
17	13	7	ARHGEF16
17	13	8	CDC123
17	13	9	ARHGEF9
17	13	10	CCNY
17	13	11	RHOV
17	13	12	C11orf9
17	13	13	ARL5A
17	13	14	C13orf3
17	13	15	ARL6IP4
17	13	16	C14orf142
17	13	17	ARPC1A
17	13	18	C1orf2
17	13	19	ARPC4
17	13	20	CDC73
17	14	0	NA
17	14	1	PDZK1|PDZK1P1|LOC100133978|LOC100133863|LOC652793
17	14	2	ADH1B
17	14	3	PEA15
17	14	4	ADH4
17	14	5	PKD2
17	14	6	ADH5|RCADH5|LOC100131810
17	14	7	PKD2L1
17	14	8	PARP1
17	14	9	PKD2L2
17	14	10	MAMDC4
17	14	11	PKDREJ
17	14	12	MLLT11
17	14	13	PLSCR1
17	14	14	AGL
17	14	15	PLSCR3
17	14	16	AGTRAP
17	14	17	RAB17
17	14	18	AHSA1
17	14	19	RAB20
17	14	20	MAGI2
17	15	0	NA
17	15	1	ARPC5|LOC100132985
17	15	2	C1QA
17	15	3	ARSE|LOC100133602
17	15	4	C1QB
17	15	5	ASB2
17	15	6	C1QC
17	15	7	ASGR1
17	15	8	C20orf103
17	15	9	ASL
17	15	10	SPEF1
17	15	11	ASPM
17	15	12	UQCC
17	15	13	ASPSCR1
17	15	14	C20orf46
17	15	15	ATF2
17	15	16	BRWD1
17	15	17	ATF7IP2
17	15	18	C2orf28
17	15	19	ATP2A2
17	15	20	NA
18	0	0	NA
18	0	1	C6
18	0	2	CDC45L
18	0	3	C6orf103|C6orf103
18	0	4	PIGU
18	0	5	C6orf108
18	0	6	NUF2
18	0	7	PDSS2
18	0	8	CDCA4
18	0	9	C7
18	0	10	CDCA7
18	0	11	LMBR1
18	0	12	CDH3
18	0	13	C8A
18	0	14	CDKN2A
18	0	15	C8B
18	0	16	CDON
18	0	17	C9
18	0	18	CDR1
18	0	19	CA1
18	0	20	CDR2
18	1	0	NA
18	1	1	CRYBB1
18	1	2	HJURP
18	1	3	CRYBB2
18	1	4	DLEC1
18	1	5	CRYGA
18	1	6	DLEU2|DLEU2L
18	1	7	CRYGD
18	1	8	DLG7
18	1	9	CRYGS
18	1	10	DLGAP1
18	1	11	CFC1B|CFC1
18	1	12	DMWD
18	1	13	CSAG1
18	1	14	DNAJC14
18	1	15	CSH1|CSH2|CSHL1|GH2|GH1
18	1	16	DNAJA2
18	1	17	CSRP1
18	1	18	DNAJA4
18	1	19	CSRP3
18	1	20	DNTTIP1
18	2	0	NA
18	2	1	CA2
18	2	2	CDSN
18	2	3	CABC1
18	2	4	ANGPTL7
18	2	5	CACNA1B
18	2	6	CEACAM7
18	2	7	CACNA1G
18	2	8	CEBPE
18	2	9	CACNA1S
18	2	10	CERCAM
18	2	11	CACNB4
18	2	12	CEL|CELP
18	2	13	CALB1
18	2	14	CENPF
18	2	15	DRD1IP
18	2	16	CENPH
18	2	17	CAMP
18	2	18	CENPJ
18	2	19	CAMTA2
18	2	20	CEP110
18	3	0	NA
18	3	1	CST3
18	3	2	FILIP1L
18	3	3	CST7
18	3	4	CDK2AP2|LOC100129467
18	3	5	CTLA4
18	3	6	DOCK3
18	3	7	CTNNA1
18	3	8	DRAP1
18	3	9	CTNNAL1
18	3	10	RBM45
18	3	11	CTNNBL1
18	3	12	LOC653877|UTP20
18	3	13	VSIG2
18	3	14	RCAN1
18	3	15	CUL5
18	3	16	DSPP
18	3	17	CXCL5
18	3	18	DSTN|LOC100130291
18	3	19	CYB5A
18	3	20	DTNB
18	4	0	NA
18	4	1	CAP1|LOC401076|LOC401076|LOC399748|LOC399748
18	4	2	CES2
18	4	3	CAPZA2|LOC100129942
18	4	4	N4BP2L1
18	4	5	CAPZB
18	4	6	CGB5|CGB1|CGB8|CGB|CGB2|CGB7
18	4	7	CARTPT
18	4	8	CGB5|CGB1|CGB8|CGB|CGB2|CGB7
18	4	9	CASP8AP2
18	4	10	CGB5|CGB8|CGB1|CGB|CGB2|CGB7
18	4	11	ERC2
18	4	12	CHD1
18	4	13	CATSPER1
18	4	14	CHD9
18	4	15	CAV2
18	4	16	CHIC2
18	4	17	CAV3
18	4	18	CHRFAM7A|CHRNA7|LOC732445
18	4	19	CEBPZ
18	4	20	CHRNB4
18	5	0	NA
18	5	1	CYBB
18	5	2	DTNBP1
18	5	3	CYCS
18	5	4	DYSF
18	5	5	CLIP2
18	5	6	UBE2S|LOC731049
18	5	7	CYP11A1
18	5	8	E2F2
18	5	9	CYP1A2
18	5	10	E2F3
18	5	11	DAAM1
18	5	12	E2F4
18	5	13	DAB1
18	5	14	E2F5
18	5	15	DAB2
18	5	16	E2F6|LOC652869
18	5	17	DACT1|LOC100130971
18	5	18	EAF2
18	5	19	DAD1
18	5	20	EBI3
18	6	0	NA
18	6	1	CBLN1
18	6	2	CHRNG
18	6	3	CBR1
18	6	4	LYST
18	6	5	CBR3
18	6	6	CIAO1
18	6	7	CBX1|LOC645251
18	6	8	NLRP3
18	6	9	CCNA1
18	6	10	RSAD2
18	6	11	CCNA2
18	6	12	CIRH1A
18	6	13	CCNB1
18	6	14	CISH
18	6	15	CCNB2
18	6	16	CLASP2
18	6	17	CCNB3
18	6	18	CLCNKB|CLCNKA
18	6	19	CCNC
18	6	20	CLEC1A
18	7	0	NA
18	7	1	CD55|LOC100129101
18	7	2	ECM2
18	7	3	DAP
18	7	4	EEF1A1|EEF1AL7|LOC644604|LOC645693|LOC440595|LOC644604|LOC644604|LOC645693|LOC440595|LOC389223|LOC730232|LOC645715|LOC100130211|LOC401717|LOC729090|LOC730232|LOC389223|LOC100132804|LOC728672|LOC729090|LOC401717|LOC730232|LOC645715|LOC645715|LOC728672
18	7	5	LMO3
18	7	6	EEF2
18	7	7	DAZ2|DAZ4|DAZ1|DAZ3|DAZ4
18	7	8	EHHADH
18	7	9	DAZ2|DAZ4|DAZ1|DAZ3|DAZ4
18	7	10	EIF2B1
18	7	11	DAZAP2
18	7	12	EIF3A
18	7	13	C16orf61
18	7	14	ELAVL4
18	7	15	DCLRE1B
18	7	16	EMD
18	7	17	DCLRE1C
18	7	18	CTTN
18	7	19	DCN
18	7	20	ENO2
18	8	0	NA
18	8	1	CCND1
18	8	2	PLEKHG2
18	8	3	CCND2
18	8	4	CLIC3
18	8	5	CCND3
18	8	6	CLIP3
18	8	7	CCNDBP1
18	8	8	CLN3
18	8	9	CCNE1
18	8	10	CLN5
18	8	11	CCNE2
18	8	12	CLN6
18	8	13	CCNF
18	8	14	CLN8
18	8	15	CCNG1
18	8	16	CLPTM1
18	8	17	CCNG2
18	8	18	CLSTN1
18	8	19	CCNH
18	8	20	CLU
18	9	0	NA
18	9	1	DCTN2
18	9	2	ENO3
18	9	3	DCTN4
18	9	4	ENPP1
18	9	5	UBTD2
18	9	6	PRSS33
18	9	7	PSRC1
18	9	8	EPRS
18	9	9	DDB1
18	9	10	EPS8
18	9	11	INTS6|LOC285634|LOC285634
18	9	12	ERCC3
18	9	13	SERGEF
18	9	14	ERCC4
18	9	15	ALKBH3
18	9	16	ERH
18	9	17	C17orf81
18	9	18	ERN2
18	9	19	DES
18	9	20	ERO1L
18	10	0	NA
18	10	1	CCNI
18	10	2	CNGA1
18	10	3	CCNK
18	10	4	CNGB3
18	10	5	CCNL1
18	10	6	CNNM1
18	10	7	CCNT1
18	10	8	CNNM2
18	10	9	CCNT2
18	10	10	CNNM3
18	10	11	CCT4
18	10	12	CNOT6L|LOC729530|LOC729530
18	10	13	CCT6B
18	10	14	CNTN5
18	10	15	CD164
18	10	16	CNTN6
18	10	17	CD1A
18	10	18	CNTNAP1
18	10	19	CD1B
18	10	20	C1orf152|LOC100132494|LOC100133090|LOC100132184
18	11	0	NA
18	11	1	DFNA5
18	11	2	IFT57
18	11	3	DGCR6|DGCR6L
18	11	4	ETV1
18	11	5	NA
18	11	6	ETV5
18	11	7	DIABLO
18	11	8	EVC
18	11	9	DIAPH2
18	11	10	EVC2
18	11	11	DIAPH3|LOC100134278
18	11	12	TMC6
18	11	13	DIRC2
18	11	14	TMC8|TMC6
18	11	15	DISC1
18	11	16	EVI2B
18	11	17	SERHL2|SERHL|SERHL
18	11	18	EYA2
18	11	19	DKC1
18	11	20	EZH1
18	12	0	NA
18	12	1	CD1C
18	12	2	COCH
18	12	3	LOC100133941
18	12	4	COL15A1
18	12	5	CD244
18	12	6	COL2A1
18	12	7	CD2AP
18	12	8	COL8A1
18	12	9	CD2BP2
18	12	10	COLQ
18	12	11	CD37
18	12	12	COPS3
18	12	13	CD53
18	12	14	COPS5
18	12	15	CD59
18	12	16	COX17
18	12	17	CD63
18	12	18	CPNE5
18	12	19	CD68
18	12	20	CPOX
18	13	0	NA
18	13	1	INTS7
18	13	2	EZH2
18	13	3	SGEF
18	13	4	F11R|F11R
18	13	5	FAHD2B|FAHD2A
18	13	6	F13A1
18	13	7	TXLNA
18	13	8	F13B
18	13	9	CPLX2
18	13	10	FABP2
18	13	11	HDHD2
18	13	12	FABP3
18	13	13	NA
18	13	14	FABP4
18	13	15	TMEM98|LOC440181|LOC440181
18	13	16	FAF1
18	13	17	SMAD1
18	13	18	FAIM
18	13	19	KIAA1217
18	13	20	FANCA
18	14	0	NA
18	14	1	CD83
18	14	2	TBRG4
18	14	3	CD84
18	14	4	CCPG1
18	14	5	CD99
18	14	6	CRISP1
18	14	7	CDAN1
18	14	8	CRLF1
18	14	9	CDC16
18	14	10	CRLF3
18	14	11	CDC20
18	14	12	C1orf61
18	14	13	LOC729948|LOC730314|CDC26
18	14	14	MED23
18	14	15	CDC27|LOC647696|LOC100133800|LOC730535|LOC647696|LOC730535
18	14	16	LOC441089|MED27|LOC100131612|LOC100134189
18	14	17	LOC643751|CDC42|LOC641992|LOC100128627|LOC643336
18	14	18	CRTAM
18	14	19	CDC42EP1
18	14	20	CRYBA4
18	15	0	NA
18	15	1	SP7
18	15	2	FANCC
18	15	3	DRD1IP
18	15	4	FANCD2
18	15	5	DEC1
18	15	6	FANCE
18	15	7	SAMD9L
18	15	8	FANCF
18	15	9	CPN2
18	15	10	FARP2
18	15	11	NA
18	15	12	FARSA
18	15	13	C4B|C4B|C4A|LOC100134219
18	15	14	ZBTB7A
18	15	15	KRIT1
18	15	16	FBLN5
18	15	17	CTSK
18	15	18	FBP1
18	15	19	TMPRSS11E|TMPRSS11E2
18	15	20	FCGR3A|FCGR3B|LOC652578|LOC652578
19	0	0	NA
19	0	1	FDPS|C1orf104
19	0	2	GLIPR1
19	0	3	FEZ1
19	0	4	GLO1
19	0	5	FGA|LOC100129857
19	0	6	GLRX
19	0	7	FGB
19	0	8	GLTSCR1
19	0	9	FGF12
19	0	10	GLTSCR2
19	0	11	FGF2
19	0	12	GLUD1|GLUD2|LOC644567
19	0	13	FGFR1OP
19	0	14	GML
19	0	15	FGG
19	0	16	GMNN
19	0	17	FH
19	0	18	GMPS
19	0	19	FHL5
19	0	20	GNB2L1
19	1	0	NA
19	1	1	HMGB2
19	1	2	INPP5F
19	1	3	LOC729952|LOC729952|HMGB3
19	1	4	NA
19	1	5	HMGN1|LOC100132992|LOC100129555
19	1	6	INSIG1
19	1	7	HMGN4
19	1	8	INSIG2
19	1	9	HMX1
19	1	10	FCRL4
19	1	11	HNF4A
19	1	12	FCRL5
19	1	13	HNRNPA1|HNRPA1L-2|LOC728170|LOC643033|LOC728170|LOC645001|LOC730246|LOC645001|LOC730246|LOC100128701|LOC730246
19	1	14	IRX5
19	1	15	HNRPK|LOC389322|LOC389322|LOC644063|LOC644063|LOC389053|LOC389053|LOC644063
19	1	16	ISL1
19	1	17	HOXD3
19	1	18	ITGA11
19	1	19	HP|HPR
19	1	20	ITGAD
19	2	0	NA
