plate	column	row	Gene
31	3	20	CCDC69
31	4	0	NA
31	4	1	DDX58
31	4	2	FAM19A5
31	4	3	KLHDC2
31	4	4	KLK5
31	4	5	CARHSP1|LOC100130283
31	4	6	CCRN4L
31	4	7	PDSS1
31	4	8	MTO1
31	4	9	C17orf88|C17orf88|LOC100130443
31	4	10	DNAJB5
31	4	11	LEMD3
31	4	12	TPSG1
31	4	13	HEBP2
31	4	14	PRDX5
31	4	15	ORC3L
31	4	16	BACE2
31	4	17	CLEC5A
31	4	18	TXN2
31	4	19	MKRN1
31	4	20	TMEM184B
31	5	0	NA
31	5	1	KIAA1429
31	5	2	TANC2
31	5	3	TMEM87A
31	5	4	LOC645961|FAM75C1|LOC642943
31	5	5	C2CD2
31	5	6	WSB1
31	5	7	SH2B1
31	5	8	EPC2
31	5	9	UNC50
31	5	10	TCTN3
31	5	11	PARS2
31	5	12	FGFR1OP2|LOC648279|LOC648279
31	5	13	MMACHC
31	5	14	KIAA1279
31	5	15	NECAP1|LOC442668|LOC442668|LOC442295
31	5	16	GAPVD1
31	5	17	CHMP2B
31	5	18	TRPC4AP
31	5	19	DHRS7B
31	5	20	SERBP1
31	6	0	NA
31	6	1	MKRN2
31	6	2	SULT4A1
31	6	3	SH3BP1
31	6	4	NBPF14|LOC730476|NBPF15|NBPF16|NBPF20|NBPF1|NBPF20|LOC728841|LOC728912|NBPF11|LOC100132406|NBPF9
31	6	5	ZIM2
31	6	6	MGAT4C
31	6	7	BACE1
31	6	8	METTL7A
31	6	9	RUSC1
31	6	10	ASF1A
31	6	11	CA14
31	6	12	MOBKL3
31	6	13	SSBP2
31	6	14	YIPF3
31	6	15	RABGAP1
31	6	16	ANAPC13
31	6	17	LRRC6
31	6	18	DKFZP564O0823
31	6	19	LY96
31	6	20	ZNF345
31	7	0	NA
31	7	1	C20orf4
31	7	2	TES
31	7	3	NGDN
31	7	4	ZBTB20|LOC100131117
31	7	5	KRT23
31	7	6	TTLL3
31	7	7	TSKU
31	7	8	IRF2BP1
31	7	9	SNED1
31	7	10	TRAF3IP1
31	7	11	REXO2
31	7	12	PHF19
31	7	13	IBTK
31	7	14	C10orf12
31	7	15	TBC1D10B
31	7	16	ZNF658|ZNF658B|LOC653501|ZNF658B
31	7	17	RNF167
31	7	18	RIBC2
31	7	19	MOXD1
31	7	20	NAT9
31	8	0	NA
31	8	1	EDC4
31	8	2	DKFZP434B0335
31	8	3	PLD3
31	8	4	WDR40A
31	8	5	LOC100134497|LOC100131851|SSBP3|LOC100130751
31	8	6	BRMS1|LOC100131949|LOC100128074
31	8	7	POLA2
31	8	8	SMAD3
31	8	9	TRIM29
31	8	10	NA
31	8	11	PLXNB2
31	8	12	DFNB31
31	8	13	SLC7A11
31	8	14	USP49
31	8	15	LSM5
31	8	16	ABHD14A
31	8	17	TMEM2
31	8	18	SUMF2
31	8	19	TMEFF2
31	8	20	C3orf17
31	9	0	NA
31	9	1	GORASP2
31	9	2	ZNF337
31	9	3	C2CD3
31	9	4	NOC2L|LOC100133473|LOC401010
31	9	5	ZZZ3
31	9	6	RSL1D1
31	9	7	LOC26010
31	9	8	GIMAP2
31	9	9	ODZ4
31	9	10	IFT172
31	9	11	NELF
31	9	12	GTPBP5
31	9	13	L3MBTL
31	9	14	FAM75A6|FAM75A4|FAM75A2|FAM75A7|FAM75A1|FAM75A5|FAM75A3|LOC100133802|LOC100133501
31	9	15	RPAP1
31	9	16	RGS22
31	9	17	FAM32A
31	9	18	SENP3
31	9	19	UPF2
31	9	20	LOC729085|LOC729085
31	10	0	NA
31	10	1	STX12
31	10	2	RPL36
31	10	3	SMPX
31	10	4	BRP44
31	10	5	KCNE4
31	10	6	MXRA5|LOC652811
31	10	7	CADM1
31	10	8	WDSOF1|LOC100132724
31	10	9	GSPT2
31	10	10	TMEM186
31	10	11	C9orf5
31	10	12	CHRDL2
31	10	13	C9orf4
31	10	14	POLR1A
31	10	15	EID1
31	10	16	WDR51A
31	10	17	C15orf2
31	10	18	ZNF473
31	10	19	BHMT2
31	10	20	ABI3BP
31	11	0	NA
31	11	1	PTCD1
31	11	2	INTS1
31	11	3	PLEKHG3
31	11	4	C14orf109
31	11	5	OSBPL3
31	11	6	OR1F2P
31	11	7	SUSD5
31	11	8	GMEB2
31	11	9	ATRNL1
31	11	10	SPAG8
31	11	11	PIP3-E|OPRM1
31	11	12	PITPNC1
31	11	13	GLCE
31	11	14	OR2B6
31	11	15	ZNF451
31	11	16	OR1J4
31	11	17	SIPA1L1
31	11	18	B3GAT3
31	11	19	CHD5
31	11	20	TIAM2
31	12	0	NA
31	12	1	SDF2L1
31	12	2	DKFZP586H2123
31	12	3	PPIL2
31	12	4	PLEKHG4
31	12	5	PITPNB
31	12	6	FAM119B
31	12	7	PISD
31	12	8	RNF19A
31	12	9	OSBP2
31	12	10	RCHY1
31	12	11	FLRT3
31	12	12	IFFO
31	12	13	FLRT2
31	12	14	CCDC28A
31	12	15	FLRT1
31	12	16	MTHFD1L
31	12	17	BRD1
31	12	18	OLFML2B
31	12	19	MTCH2|LOC100133478
31	12	20	CNOT10
31	13	0	NA
31	13	1	SS18L1
31	13	2	NA
31	13	3	SETBP1
31	13	4	LOC100133056|C6orf123
31	13	5	UBXD7
31	13	6	FAM50B
31	13	7	ZNF294
31	13	8	OR2L2|OR2L1P
31	13	9	ZNF500
31	13	10	OR2K2
31	13	11	KIAA0888
31	13	12	KLHL3
31	13	13	SLITRK5
31	13	14	CLEC4E
31	13	15	DNM3
31	13	16	OPTC
31	13	17	SENP6
31	13	18	PLDN
31	13	19	RAB11FIP5
31	13	20	SLC13A4
31	14	0	NA
31	14	1	EML2
31	14	2	C11orf51
31	14	3	TFIP11
31	14	4	TMEM158
31	14	5	CLDN15
31	14	6	RP11-529I10.4
31	14	7	FJX1
31	14	8	C1orf43
31	14	9	PRPF6
31	14	10	RTTN
31	14	11	ZNF318
31	14	12	C3orf60
31	14	13	CXorf27
31	14	14	THUMPD3
31	14	15	HYPK|LOC643438|LOC643438
31	14	16	COBRA1
31	14	17	SLC24A2
31	14	18	ZDHHC5
31	14	19	C22orf31
31	14	20	ATL3
31	15	0	NA
31	15	1	ANKRD17
31	15	2	VPS33B
31	15	3	GIGYF2
31	15	4	CLDN17
31	15	5	HACL1
31	15	6	ANKRD2
31	15	7	RAI14
31	15	8	GALNT8
31	15	9	LSM14A
31	15	10	GBGT1
31	15	11	FAM127B
31	15	12	GAPDHS
31	15	13	POLDIP2
31	15	14	OR5L2
31	15	15	SLC22A23|LOC643327
31	15	16	OR5K1|OR5K2
31	15	17	PYY2
31	15	18	GNL3
31	15	19	RPS27L
31	15	20	C3orf28
32	0	0	NA
32	0	1	NUPR1
32	0	2	KIAA1276|KIAA1276
32	0	3	OR10A3
32	0	4	DENND2A
32	0	5	NARF
32	0	6	CPAMD8
32	0	7	FER1L3
32	0	8	INTU
32	0	9	FXC1
32	0	10	ZNF777
32	0	11	TIMM13
32	0	12	BRPF3
32	0	13	TIMM10
32	0	14	NDOR1|LOC100131218
32	0	15	TIMM9
32	0	16	EIF2C2
32	0	17	TIMM8B|LOC100131128
32	0	18	ASAHL
32	0	19	EIF2C1
32	0	20	GLS2
32	1	0	NA
32	1	1	SLCO4A1|LOC100134295
32	1	2	ZDHHC8
32	1	3	SLCO3A1
32	1	4	REPIN1
32	1	5	SLCO1B3
32	1	6	GRHL1
32	1	7	CCDC22
32	1	8	TFCP2L1
32	1	9	DEXI|LOC730038|LOC642755|LOC730038|LOC642755
32	1	10	NPC1L1
32	1	11	MAPBPIP
32	1	12	SNX8
32	1	13	MRPS28
32	1	14	SNX10
32	1	15	CCDC56
32	1	16	STRN4
32	1	17	TMEM176B
32	1	18	GNL2
32	1	19	DCPS
32	1	20	RBM15B
32	2	0	NA
32	2	1	TSPAN16
32	2	2	PRELID1|LOC728666|LOC728666|LOC388955|LOC728666
32	2	3	DAZAP1
32	2	4	SLC39A1
32	2	5	PCOLCE2
32	2	6	SIGLEC9
32	2	7	MYEOV
32	2	8	SIGLEC8
32	2	9	DUX1|DUX3
32	2	10	VPS4A
32	2	11	GREM1
32	2	12	SERP1
32	2	13	CKAP2
32	2	14	ITGB1BP3
32	2	15	MRPL46
32	2	16	SULT1C4
32	2	17	TBL2
32	2	18	COQ2
32	2	19	ELP4
32	2	20	ARFIP1
32	3	0	NA
32	3	1	OSTM1
32	3	2	PSMC3IP
32	3	3	SLC27A6
32	3	4	CPSF1
32	3	5	SNX24
32	3	6	MYLPF
32	3	7	SLC6A16
32	3	8	TRA2A
32	3	9	BZW2
32	3	10	SAC3D1
32	3	11	C11orf54
32	3	12	C12orf24
32	3	13	C11orf67
32	3	14	CCDC106
32	3	15	SPCS1
32	3	16	ST8SIA5
32	3	17	MRPS18B
32	3	18	SNX15
32	3	19	C19orf53
32	3	20	HOOK2
32	4	0	NA
32	4	1	OR1J2
32	4	2	GPKOW
32	4	3	NUFIP1
32	4	4	SIT1
32	4	5	GAGE12E|GAGE12G|GAGE12H|LOC100132399|GAGE12C|GAGE12I|GAGE12F|LOC645037|GAGE2A|GAGE1|GAGE12J|LOC729447|GAGE8|LOC729408|GAGE12D|GAGE8|GAGE10
32	4	6	BBS9
32	4	7	GAGE8|LOC645037|GAGE2A|LOC729408|LOC729447|GAGE12G|GAGE12I|GAGE1|GAGE12J|GAGE12F|GAGE12E|GAGE12H|LOC100132399|GAGE8|GAGE12C|GAGE12D|GAGE10
32	4	8	CHMP2A
32	4	9	SH3YL1
32	4	10	AHDC1
32	4	11	STEAP1|MGC87042
32	4	12	ZNF364
32	4	13	OPLAH
32	4	14	NFU1
32	4	15	COPG2
32	4	16	C2orf30
32	4	17	HBP1
32	4	18	C2orf25
32	4	19	CHORDC1
32	4	20	CSDC2
32	5	0	NA
32	5	1	MRPL42
32	5	2	UBIAD1
32	5	3	TMEM14A
32	5	4	SNX11
32	5	5	IFT81
32	5	6	EPN1
32	5	7	NOB1
32	5	8	GMPPB
32	5	9	ASTE1|ATP2C1
32	5	10	GMPPA
32	5	11	COMMD5|LOC441016|LOC441016
32	5	12	SEC61A1
32	5	13	MACROD1
32	5	14	TIMM22
32	5	15	C16orf72
32	5	16	NA
32	5	17	TMEM29B|TMEM29
32	5	18	SNX12
32	5	19	C20orf30|LOC642975|LOC642975|LOC642975
32	5	20	NENF
32	6	0	NA
32	6	1	ZNF285A|ZNF285B|ZNF285B
32	6	2	LSM1
32	6	3	SEC22A
32	6	4	LSM3|LOC647302|LOC647302|LOC647302|LOC645947|LOC645947|LOC645947
32	6	5	AP3M1
32	6	6	TINAG
32	6	7	PABPC1|LOC652607|LOC341315|LOC341315
32	6	8	TEKT2
32	6	9	RNF11
32	6	10	SRPX2
32	6	11	TRUB2
32	6	12	RBMXL2
32	6	13	FETUB
32	6	14	SPINK4
32	6	15	ZRF1|PMPCB
32	6	16	C10orf28
32	6	17	TCL6
32	6	18	DIMT1L
32	6	19	FGF22
32	6	20	SMPDL3B
32	7	0	NA
32	7	1	LOC100132214|LOC100134722|FLJ21767|LOC100134626|LOC100134584|LOC100133005|RASA4
32	7	2	DSE
32	7	3	WDR91
32	7	4	PURG
32	7	5	ZCCHC4
32	7	6	PADI1
32	7	7	ZC3H7A
32	7	8	PNMA3
32	7	9	ZBTB44
32	7	10	SERTAD3
32	7	11	CCDC113
32	7	12	DNMT3L
32	7	13	C1GALT1C1
32	7	14	OSGIN1
32	7	15	MRPL18
32	7	16	PDZRN4
32	7	17	HSPC072|HSPC072
32	7	18	DPP7
32	7	19	C6orf66
32	7	20	POMT2
32	8	0	NA
32	8	1	NPHP3
32	8	2	DHDH
32	8	3	NOX1
32	8	4	PDLIM3
32	8	5	SIGLEC7
32	8	6	C20orf10
32	8	7	HTF9C
32	8	8	RCP9
32	8	9	C1orf107
32	8	10	ZNF544
32	8	11	SND1
32	8	12	APEX2
32	8	13	D4S234E
32	8	14	BMP10
32	8	15	STAU2|LOC100130134
32	8	16	MOCS3
32	8	17	GHITM
32	8	18	ZNF330
32	8	19	DAPP1
32	8	20	RBMX|CCBL2|LOC100129585|LOC100131735|LOC100132580
32	9	0	NA
32	9	1	CCDC59
32	9	2	LASS2
32	9	3	METTL5
32	9	4	SLC25A24
32	9	5	CHMP4A
32	9	6	FTSJ2
32	9	7	GTPBP8
32	9	8	PRICKLE4
32	9	9	C19orf62
32	9	10	C16orf5
32	9	11	THYN1
32	9	12	STRN3
32	9	13	MRPL15
32	9	14	PSAT1|LOC729779|LOC729779|LOC729779
32	9	15	STXBP6
32	9	16	MDFIC
32	9	17	MRPL22
32	9	18	SCHIP1
32	9	19	HSPC159
32	9	20	UBQLN2
32	10	0	NA
32	10	1	VPS41
32	10	2	BHLHB5
32	10	3	LAMP3
32	10	4	TOX3
32	10	5	TSPAN13
32	10	6	TNRC6A
32	10	7	LYPD3
32	10	8	ZNF638
32	10	9	B9D1
32	10	10	GOLIM4
32	10	11	RPUSD2
32	10	12	EIF3K
32	10	13	B3GAT1
32	10	14	PRPF19
32	10	15	UQCRQ
32	10	16	CGI-96|dJ222E13.2|SERHL
32	10	17	ST6GALNAC4
32	10	18	KCNMB4
32	10	19	CACNG5
32	10	20	TMEM97
32	11	0	NA
32	11	1	ORMDL2
32	11	2	DONSON
32	11	3	CNIH4
32	11	4	SLC39A3
32	11	5	RANGRF|SLC25A35
32	11	6	SLC39A2
32	11	7	COMMD9
32	11	8	OBP2B|OBP2A
32	11	9	TMEM208
32	11	10	OBP2A|OBP2B
32	11	11	SSU72
32	11	12	PILRA
32	11	13	RNASEN
32	11	14	BAZ2B
32	11	15	DNAJC15
32	11	16	LMCD1
32	11	17	N6AMT1
32	11	18	TNPO2
32	11	19	C16orf80
32	11	20	EFEMP2
32	12	0	NA
32	12	1	CACNG4
32	12	2	TOR1B
32	12	3	KCNMB3
32	12	4	MCAT
32	12	5	TRAPPC3
32	12	6	FAM152B
32	12	7	CLUL1
32	12	8	SGSM3
32	12	9	C7orf54
32	12	10	MAT2B
32	12	11	CACYBP|LOC644877|LOC644877
32	12	12	TOR2A
32	12	13	ARRDC2
32	12	14	POLM
32	12	15	ZBTB11
32	12	16	EML4
32	12	17	ATP5S
32	12	18	CECR6
32	12	19	SDCBP2
32	12	20	CECR5
32	13	0	NA
32	13	1	C6orf15
32	13	2	NXPH1
32	13	3	TAGLN3
32	13	4	TLX3
32	13	5	MYLIP
32	13	6	SPANXA2|SPANXA1|SPANXC|SPANXD|SPANXE|SPANXC
32	13	7	DDX25
32	13	8	RAX
32	13	9	TSP50
32	13	10	ST6GALNAC6
32	13	11	ANKRD11|LOC100128265
32	13	12	ERVWE1
32	13	13	LGALS13
32	13	14	KCNIP2|LOC100133686
32	13	15	CD274
32	13	16	KCNIP1
32	13	17	RACGAP1
32	13	18	CXXC1
32	13	19	TMOD4
32	13	20	ZNF354C
32	14	0	NA
32	14	1	TMEM28
32	14	2	CECR2
32	14	3	DKKL1
32	14	4	SMR3A|SMR3B
32	14	5	DKK4
32	14	6	C3orf32
32	14	7	DKK3
32	14	8	YARS2
32	14	9	DKK2
32	14	10	NMD3
32	14	11	SMC1B
32	14	12	MRPL2
32	14	13	INVS
32	14	14	NOSIP
32	14	15	TJP3
32	14	16	DERA
32	14	17	MORC1
32	14	18	LCE2B|LCE2D
32	14	19	FILIP1
32	14	20	PCSK1N
32	15	0	NA
32	15	1	TMOD3
32	15	2	NT5C
32	15	3	TMOD2
32	15	4	ZNRD1
32	15	5	LOC646074|LOC646074|DKFZP434P211|LOC728451|LOC728418|LOC727983|LOC651452|LOC651452
32	15	6	CD209|CLEC4M
32	15	7	PARVB
32	15	8	DNTTIP2
32	15	9	CYP2S1
32	15	10	EHD4
32	15	11	OLA1
32	15	12	EHD3
32	15	13	UCRC
32	15	14	EHD2
32	15	15	C2orf27|LOC644525|MGC50273|LOC100134167|LOC644525|LOC642669
32	15	16	CTAG2|CTAG1B
32	15	17	YPEL1
32	15	18	CDR2L
32	15	19	ZDHHC1
32	15	20	TAX1BP3
33	0	0	NA
33	0	1	STOML2
33	0	2	MEMO1|LOC645175|LOC645175|LOC645175
33	0	3	KLK14
33	0	4	MRPL4
33	0	5	KLK12
33	0	6	APIP|LOC100128086
33	0	7	ZNF295
33	0	8	TXNDC14
33	0	9	SCAPER
33	0	10	CUTC
33	0	11	CRNN
33	0	12	FCF1
33	0	13	G0S2
33	0	14	LOC728944|THAP4
33	0	15	CD207
33	0	16	NDUFA13
33	0	17	NOX4
33	0	18	MRPS7
33	0	19	NOX3
33	0	20	POLR1D
33	1	0	NA
33	1	1	NA
33	1	2	ZMYND10
33	1	3	LUZP4
33	1	4	PLA1A
33	1	5	GLRX5
33	1	6	POP5
33	1	7	ZNF219
33	1	8	TEX264
33	1	9	COPZ2
33	1	10	POMP
33	1	11	PIGP
33	1	12	CCDC72|LOC100130394|LOC729255|LOC729255|LOC729255|LOC728416|LOC730382|LOC729973|LOC729973
33	1	13	GLTP|LOC645312|LOC645312
33	1	14	MRPS17
33	1	15	PHF20
33	1	16	SNX7
33	1	17	CRIM1
33	1	18	EIF3EIP
33	1	19	LOC51233
33	1	20	NIP7
33	2	0	NA
33	2	1	SYCP3
33	2	2	GAL
33	2	3	PODXL2
33	2	4	CRYL1
33	2	5	CHST11
33	2	6	YBX2
33	2	7	IL20
33	2	8	KLHL5
33	2	9	GALNT9|LOC100133441
33	2	10	PLLP
33	2	11	DEF6
33	2	12	SEPSECS
33	2	13	CUZD1
33	2	14	SIDT2
33	2	15	GEMIN4
33	2	16	C1orf66
33	2	17	SLC45A1
33	2	18	UTP18
33	2	19	NEUROG3
33	2	20	SCCPDH
33	3	0	NA
33	3	1	TMEM85
33	3	2	RWDD1|LOC727789|LOC727789|LOC727789
33	3	3	LOC728071|C8orf30A
33	3	4	COMMD10
33	3	5	MGC29506
33	3	6	C19orf56|MORG1
33	3	7	ANKRD39
33	3	8	TRAPPC4
33	3	9	C14orf112
33	3	10	LOC100130086|HSFX1
33	3	11	C3orf19
33	3	12	NOL7
33	3	13	SCOTIN
33	3	14	HEMK1
33	3	15	PAIP2
33	3	16	AMOTL2
33	3	17	PDZD11|LOC729941|LOC729941|LOC729941
33	3	18	POLK
33	3	19	TMEM69
33	3	20	ZNF107
33	4	0	NA
33	4	1	WDR42A
33	4	2	IFT52
33	4	3	KCNK4
33	4	4	SH3GLB1
33	4	5	MYEF2
33	4	6	C8orf70
33	4	7	DDEF1
33	4	8	NDUFAF1|LOC646709|LOC646709|LOC646709
33	4	9	HP1BP3
33	4	10	FAM108B1
33	4	11	HDGFRP3
33	4	12	PHF20L1
33	4	13	COPS7A
33	4	14	APH1A
33	4	15	VILL
33	4	16	METTL9
33	4	17	C6orf48
33	4	18	RDH11
33	4	19	PARD6A
33	4	20	LACTB2
33	5	0	NA
33	5	1	C6orf203
33	5	2	DDX41
33	5	3	LOC51252
33	5	4	C1orf9
33	5	5	MRPL37
33	5	6	MAGEC2
33	5	7	RNF181
33	5	8	FAM8A1
33	5	9	TBC1D7
33	5	10	HPCAL4
33	5	11	MARCH2
33	5	12	YTHDF2
33	5	13	MRPL51
33	5	14	VGLL1
33	5	15	MGC13379
33	5	16	RNF138|RNF138P1
33	5	17	CXorf26
33	5	18	PCYOX1
33	5	19	MRPL30
33	5	20	RHCG
33	6	0	NA
33	6	1	CLEC4A
33	6	2	SUV420H1
33	6	3	SPOCK3
33	6	4	TTC15
33	6	5	RNF141
33	6	6	ZDHHC9
33	6	7	HEBP1
33	6	8	FAM82B
33	6	9	PDE11A
33	6	10	MRPS2
33	6	11	SHANK1
33	6	12	COQ4
33	6	13	TMED5
33	6	14	UTP11L
33	6	15	SLC35B3
33	6	16	RPL26L1|LOC653147
33	6	17	MTERFD1
33	6	18	COMMD2
33	6	19	TPRKB
33	6	20	ZNF706
33	7	0	NA
33	7	1	MRPL27
33	7	2	SFMBT1
33	7	3	PIPOX
33	7	4	NAT8B
33	7	5	TFDP3
33	7	6	DCDC2
33	7	7	BET1L
33	7	8	LIMA1
33	7	9	ZNF571
33	7	10	CABP2
33	7	11	IER5
33	7	12	ISYNA1
33	7	13	C1RL
33	7	14	ANKFY1
33	7	15	GOLM1|LOC100134369
33	7	16	VCX|VCX3A|VCX|VCX2|VCX3B
33	7	17	ANKMY1
33	7	18	VCX3B|VCX|VCX3A|VCX|VCX2
33	7	19	SCAND1
33	7	20	C9orf114
33	8	0	NA
33	8	1	MED31|TXNDC17
33	8	2	IER3IP1
33	8	3	COQ6
33	8	4	GOLGA7
33	8	5	SLC35C2
33	8	6	NAT5
33	8	7	ASCC1
33	8	8	TRIM17
33	8	9	DERL2
33	8	10	SAR1B
33	8	11	EXOSC3
33	8	12	ASB3
33	8	13	SLMO2
33	8	14	PHF11
33	8	15	EXOSC1
33	8	16	RNF12|LOC645453|LOC645453
33	8	17	TMED7|TICAM2
33	8	18	KCTD3
33	8	19	ISOC1
33	8	20	CCDC41
33	9	0	NA
33	9	1	RASL12
33	9	2	HSPC111
33	9	3	CEND1
33	9	4	C22orf28
33	9	5	CHCHD8
33	9	6	PTPLAD1
33	9	7	ERGIC2
33	9	8	CTDSPL2
33	9	9	GMIP
33	9	10	TH1L
33	9	11	ECSIT
33	9	12	TRIAP1
33	9	13	SLC15A3
33	9	14	C11orf73
33	9	15	PLUNC
33	9	16	CWC15
33	9	17	NRN1
33	9	18	HSPC152|LOC391358|LOC391358
33	9	19	C3orf1
33	9	20	UFC1
33	10	0	NA
33	10	1	C14orf122
33	10	2	RNFT1|LOC645294|LOC645294|LOC645294
33	10	3	RRP15
33	10	4	COPS4
33	10	5	CCDC53
33	10	6	CHCHD2|LOC645317|LOC728324|LOC728324|LOC728324|LOC645317|CHCHD9
33	10	7	HDDC2
33	10	8	DYNC1LI1
33	10	9	MRPS16
33	10	10	SQSTM1|LOC51149
33	10	11	MRPS18C
33	10	12	SDF4
33	10	13	FIS1
33	10	14	MRTO4
33	10	15	Magmas
33	10	16	HN1
33	10	17	GOLT1B
33	10	18	HN1
33	10	19	BOLA1
33	10	20	VPS28
33	11	0	NA
33	11	1	GCNT4
33	11	2	C20orf43
33	11	3	CYP39A1
33	11	4	CHMP5|LOC100133847
33	11	5	ZDHHC3
33	11	6	LARS
33	11	7	C5orf5
33	11	8	TMEM14C
33	11	9	FAM53C
33	11	10	CXXC5
33	11	11	REEP2
33	11	12	TMEM138
33	11	13	ARMCX1
33	11	14	C20orf111
33	11	15	SLC22A17
33	11	16	C14orf129
33	11	17	SLC25A37
33	11	18	C14orf100
33	11	19	C4orf18
33	11	20	ZC3HC1
33	12	0	NA
33	12	1	VPS36
33	12	2	C3orf18
33	12	3	FAM152A
33	12	4	EGFL7
33	12	5	FAM18B|FAM18B2
33	12	6	NAGPA
33	12	7	GLOD4
33	12	8	PLEKHO1
33	12	9	ELA2B
33	12	10	HAO2
33	12	11	LOC51035
33	12	12	HSPA14
33	12	13	ZNF593|LOC100128346
33	12	14	ATPBD1C
33	12	15	ST8SIA3
33	12	16	CRBN
33	12	17	PI15
33	12	18	WBP5
33	12	19	PLEKHA9|PLEKHA8
33	12	20	C15orf15
33	13	0	NA
33	13	1	KRCC1
33	13	2	C9orf156
33	13	3	PLAC8
33	13	4	PHF7
33	13	5	MRPL35
33	13	6	VTA1
33	13	7	RSRC1
33	13	8	PPHLN1
33	13	9	MEX3C
33	13	10	MTP18
33	13	11	AMZ2
33	13	12	ZCCHC17
33	13	13	WAC
33	13	14	SCLY
33	13	15	SPG21
33	13	16	VPS54
33	13	17	ARL17
33	13	18	ZNF581
33	13	19	ERAF
33	13	20	LOC644124|SIRT7
33	14	0	NA
33	14	1	LOC51057
33	14	2	SS18L2
33	14	3	ZNF691
33	14	4	ZNF639
33	14	5	FAM135B
33	14	6	IPO11
33	14	7	TXNDC12
33	14	8	PLCE1
33	14	9	TXNDC11
33	14	10	NIN
33	14	11	FAM26B
33	14	12	CPA4
33	14	13	LOC100128919
33	14	14	ZDHHC2
33	14	15	GSTK1
33	14	16	DDX47
33	14	17	FHOD1
33	14	18	CCDC44
33	14	19	PRLH
33	14	20	CLDN18
33	15	0	NA
33	15	1	SPTBN5
33	15	2	SIRT6
33	15	3	ZNF771
33	15	4	RAB14
33	15	5	PRR16
33	15	6	PEX5L
33	15	7	NGRN
33	15	8	NT5DC3
33	15	9	MS4A4A
33	15	10	IL23A
33	15	11	CRNKL1
33	15	12	ARMCX3
33	15	13	ZNF117
33	15	14	UFM1|LOC729835|LOC729835|LOC729835
33	15	15	HOOK1
33	15	16	ORMDL1
33	15	17	CDC40
33	15	18	ZNF580
33	15	19	GALNAC4S-6ST
33	15	20	psiTPTE22
34	0	0	NA
34	0	1	FAM49B
34	0	2	NUDT9
34	0	3	GDE1
34	0	4	TM6SF1
34	0	5	LARP7
34	0	6	ZFYVE1
34	0	7	ESF1
34	0	8	NUP54
34	0	9	AZIN1
34	0	10	TPCN1
34	0	11	PCF11
34	0	12	STX18
34	0	13	MED15
34	0	14	BCMO1
34	0	15	ARS2
34	0	16	PTOV1
34	0	17	NAG
34	0	18	DSCR6
34	0	19	CUTA
34	0	20	FXYD7
34	1	0	NA
34	1	1	DGCR8
34	1	2	OTUD4
34	1	3	UGT2B28|UGT2B11
34	1	4	TMED9
34	1	5	FAM105A
34	1	6	SLC35F2
34	1	7	C11orf71
34	1	8	RAB39
34	1	9	TXNDC10
34	1	10	MPHOSPH8
34	1	11	PRMT7
34	1	12	FEV
34	1	13	HEATR5B
34	1	14	LY6K
34	1	15	SMOX
34	1	16	DKFZp566H0824
34	1	17	TMCO1
34	1	18	EPDR1
34	1	19	RBM47
34	1	20	FBLIM1
34	2	0	NA
34	2	1	LIPT1
34	2	2	FXYD6|FXYD8
34	2	3	NOP5/NOP58
34	2	4	FXYD5
34	2	5	KIAA0859
34	2	6	FXYD4
34	2	7	PIGT
34	2	8	C11orf24
34	2	9	TRMT6
34	2	10	TRIM34|TRIM6-TRIM34
34	2	11	C7orf20
34	2	12	MUPCDH
34	2	13	DPH5
34	2	14	CLDN22|WWC2|CLDN22|LOC100132463
34	2	15	ERGIC3
34	2	16	DUOX1
34	2	17	HMP19
34	2	18	RAB24
34	2	19	C7orf28B|C7orf28A|C7orf28B
34	2	20	PELO
34	3	0	NA
34	3	1	ZDHHC13
34	3	2	FNDC8
34	3	3	CPVL
34	3	4	FAM22F|LOC728026|FAM22G|LOC441454|LOC728026
34	3	5	DHX29
34	3	6	IL17RD
34	3	7	ADAMTSL4
34	3	8	FAM20A
34	3	9	HMGCLL1
34	3	10	KLHDC4
34	3	11	EXOSC4
34	3	12	PCSK4
34	3	13	RNF17
34	3	14	GRAMD1C
34	3	15	DDX4
34	3	16	ROPN1|ROPN1B
34	3	17	APBB1IP
34	3	18	ZRANB1
34	3	19	CCDC93
34	3	20	TRIM44
34	4	0	NA
34	4	1	DYNC2LI1
34	4	2	SLCO1C1
34	4	3	SLC25A39
34	4	4	PPIL3
34	4	5	LUC7L2
34	4	6	FTHL17
34	4	7	OTUD6B
34	4	8	PCBP3
34	4	9	RBMX2
34	4	10	C21orf58
34	4	11	DHRS7
34	4	12	C21orf57
34	4	13	C14orf166
34	4	14	C21orf51|LOC100127905
34	4	15	SF3B14
34	4	16	C21orf45
34	4	17	MRPL48
34	4	18	NA
34	4	19	TMBIM4
34	4	20	NA
34	5	0	NA
34	5	1	WDR44
34	5	2	HYDIN
34	5	3	ANKRD16
34	5	4	DIRAS2
34	5	5	ASNSD1
34	5	6	C10orf92
34	5	7	C1orf218
34	5	8	RNF111
34	5	9	MIER2
34	5	10	NSMCE4A
34	5	11	USP53
34	5	12	ALKBH4
34	5	13	MRPL50
34	5	14	C17orf59
34	5	15	CCHCR1
34	5	16	DNAJB12
34	5	17	EXOC6
34	5	18	KIAA1546
